车站编号,日期,时刻,进站量,出站量,客流量（进出）,环境温度,能耗值,hour,datetime,dayofweek,is_weekend,能耗值_lag1,能耗值_lag2,能耗值_rolling3_mean,能耗值_rolling3_std
仁济站-环线,2024-11-14,23:00-24:00,3,14,17,20.8,125,23,2024-11-14 23:00:00,3,0,140.0,164.0,143.0,19.672315572906
仁济站-环线,2024-11-15,6:00-7:00,228,53,281,22.0,109,6,2024-11-15 06:00:00,4,0,125.0,140.0,124.66666666666667,15.50268793897798
仁济站-环线,2024-11-15,7:00-8:00,78,116,194,23.0,125,7,2024-11-15 07:00:00,4,0,109.0,125.0,119.66666666666667,9.237604307034013
仁济站-环线,2024-11-15,8:00-9:00,307,185,492,22.3,145,8,2024-11-15 08:00:00,4,0,125.0,109.0,126.33333333333333,18.036999011291577
仁济站-环线,2024-11-15,9:00-10:00,247,165,412,25.5,159,9,2024-11-15 09:00:00,4,0,145.0,125.0,143.0,17.08800749063506
仁济站-环线,2024-11-15,10:00-11:00,173,199,372,26.0,165,10,2024-11-15 10:00:00,4,0,159.0,145.0,156.33333333333334,10.263202878893768
仁济站-环线,2024-11-15,11:00-12:00,115,118,233,27.2,162,11,2024-11-15 11:00:00,4,0,165.0,159.0,162.0,3.0
仁济站-环线,2024-11-15,12:00-13:00,143,121,264,27.2,167,12,2024-11-15 12:00:00,4,0,162.0,165.0,164.66666666666666,2.5166114784235836
仁济站-环线,2024-11-15,13:00-14:00,163,139,302,30.0,171,13,2024-11-15 13:00:00,4,0,167.0,162.0,166.66666666666666,4.509249752822894
仁济站-环线,2024-11-15,14:00-15:00,158,178,336,30.9,173,14,2024-11-15 14:00:00,4,0,171.0,167.0,170.33333333333334,3.0550504633038935
仁济站-环线,2024-11-15,15:00-16:00,132,158,290,30.3,173,15,2024-11-15 15:00:00,4,0,173.0,171.0,172.33333333333334,1.1547005383792515
仁济站-环线,2024-11-15,16:00-17:00,148,262,410,30.2,175,16,2024-11-15 16:00:00,4,0,173.0,173.0,173.66666666666666,1.1547005383792515
仁济站-环线,2024-11-15,17:00-18:00,191,365,556,30.6,218,17,2024-11-15 17:00:00,4,0,175.0,173.0,188.66666666666666,25.423086620891127
仁济站-环线,2024-11-15,18:00-19:00,158,245,403,28.1,228,18,2024-11-15 18:00:00,4,0,218.0,175.0,207.0,28.160255680657446
仁济站-环线,2024-11-15,19:00-20:00,89,218,307,24.4,207,19,2024-11-15 19:00:00,4,0,228.0,218.0,217.66666666666666,10.503967504392486
仁济站-环线,2024-11-15,20:00-21:00,77,143,220,23.3,204,20,2024-11-15 20:00:00,4,0,207.0,228.0,213.0,13.076696830622021
仁济站-环线,2024-11-15,21:00-22:00,34,126,160,23.4,169,21,2024-11-15 21:00:00,4,0,204.0,207.0,193.33333333333334,21.1266025033211
仁济站-环线,2024-11-15,22:00-23:00,42,111,153,21.7,144,22,2024-11-15 22:00:00,4,0,169.0,204.0,172.33333333333334,30.13856886670854
仁济站-环线,2024-11-15,23:00-24:00,3,16,19,21.3,127,23,2024-11-15 23:00:00,4,0,144.0,169.0,146.66666666666666,21.1266025033211
仁济站-环线,2024-11-16,6:00-7:00,174,42,216,22.0,142,6,2024-11-16 06:00:00,5,1,127.0,144.0,137.66666666666666,9.291573243177568
仁济站-环线,2024-11-16,7:00-8:00,372,206,578,23.0,154,7,2024-11-16 07:00:00,5,1,142.0,127.0,141.0,13.527749258468683
仁济站-环线,2024-11-16,8:00-9:00,430,259,689,22.9,172,8,2024-11-16 08:00:00,5,1,154.0,142.0,156.0,15.0996688705415
仁济站-环线,2024-11-16,9:00-10:00,255,167,422,26.9,180,9,2024-11-16 09:00:00,5,1,172.0,154.0,168.66666666666666,13.316656236958785
仁济站-环线,2024-11-16,10:00-11:00,179,183,362,27.1,184,10,2024-11-16 10:00:00,5,1,180.0,172.0,178.66666666666666,6.110100926607786
仁济站-环线,2024-11-16,11:00-12:00,133,140,273,27.9,175,11,2024-11-16 11:00:00,5,1,184.0,180.0,179.66666666666666,4.509249752822894
仁济站-环线,2024-11-16,12:00-13:00,152,145,297,28.2,181,12,2024-11-16 12:00:00,5,1,175.0,184.0,180.0,4.58257569495584
仁济站-环线,2024-11-16,13:00-14:00,192,181,373,29.0,184,13,2024-11-16 13:00:00,5,1,181.0,175.0,180.0,4.58257569495584
仁济站-环线,2024-11-16,14:00-15:00,155,179,334,28.7,186,14,2024-11-16 14:00:00,5,1,184.0,181.0,183.66666666666666,2.5166114784235836
仁济站-环线,2024-11-16,15:00-16:00,119,140,259,28.9,186,15,2024-11-16 15:00:00,5,1,186.0,184.0,185.33333333333334,1.1547005383792515
仁济站-环线,2024-11-16,16:00-17:00,167,223,390,28.6,188,16,2024-11-16 16:00:00,5,1,186.0,186.0,186.66666666666666,1.1547005383792515
仁济站-环线,2024-11-16,17:00-18:00,236,289,525,29.3,221,17,2024-11-16 17:00:00,5,1,188.0,186.0,198.33333333333334,19.65536398374076
仁济站-环线,2024-11-16,18:00-19:00,100,378,478,27.0,245,18,2024-11-16 18:00:00,5,1,221.0,188.0,218.0,28.61817604250837
仁济站-环线,2024-11-16,19:00-20:00,69,270,339,25.2,224,19,2024-11-16 19:00:00,5,1,245.0,221.0,230.0,13.076696830622021
仁济站-环线,2024-11-16,20:00-21:00,39,179,218,25.3,207,20,2024-11-16 20:00:00,5,1,224.0,245.0,225.33333333333334,19.03505538035898
仁济站-环线,2024-11-16,21:00-22:00,44,120,164,24.3,175,21,2024-11-16 21:00:00,5,1,207.0,224.0,202.0,24.879710609249457
仁济站-环线,2024-11-16,22:00-23:00,24,115,139,22.6,150,22,2024-11-16 22:00:00,5,1,175.0,207.0,177.33333333333334,28.571547618799602
仁济站-环线,2024-11-16,23:00-24:00,1,16,17,20.5,135,23,2024-11-16 23:00:00,5,1,150.0,175.0,153.33333333333334,20.207259421636902
仁济站-环线,2024-11-17,6:00-7:00,179,48,227,22.3,122,6,2024-11-17 06:00:00,6,1,135.0,150.0,135.66666666666666,14.0118997046558
仁济站-环线,2024-11-17,7:00-8:00,366,200,566,23.6,191,7,2024-11-17 07:00:00,6,1,122.0,135.0,149.33333333333334,36.66515148384544
仁济站-环线,2024-11-17,8:00-9:00,397,218,615,24.4,215,8,2024-11-17 08:00:00,6,1,191.0,122.0,176.0,48.28043081829324
仁济站-环线,2024-11-17,9:00-10:00,245,175,420,26.3,206,9,2024-11-17 09:00:00,6,1,215.0,191.0,204.0,12.12435565298214
仁济站-环线,2024-11-17,10:00-11:00,222,187,409,25.2,199,10,2024-11-17 10:00:00,6,1,206.0,215.0,206.66666666666666,8.020806277010642
仁济站-环线,2024-11-17,11:00-12:00,129,171,300,29.7,192,11,2024-11-17 11:00:00,6,1,199.0,206.0,199.0,7.0
仁济站-环线,2024-11-17,12:00-13:00,162,125,287,29.0,190,12,2024-11-17 12:00:00,6,1,192.0,199.0,193.66666666666666,4.725815626252609
仁济站-环线,2024-11-17,13:00-14:00,99,132,231,29.0,189,13,2024-11-17 13:00:00,6,1,190.0,192.0,190.33333333333334,1.5275252316519465
仁济站-环线,2024-11-17,14:00-15:00,185,180,365,31.3,189,14,2024-11-17 14:00:00,6,1,189.0,190.0,189.33333333333334,0.5773502691896258
仁济站-环线,2024-11-17,15:00-16:00,124,133,257,29.9,190,15,2024-11-17 15:00:00,6,1,189.0,189.0,189.33333333333334,0.5773502691896258
仁济站-环线,2024-11-17,16:00-17:00,197,225,422,26.3,191,16,2024-11-17 16:00:00,6,1,190.0,189.0,190.0,1.0
仁济站-环线,2024-11-17,17:00-18:00,251,324,575,30.7,213,17,2024-11-17 17:00:00,6,1,191.0,190.0,198.0,13.0
仁济站-环线,2024-11-17,18:00-19:00,168,454,622,27.8,225,18,2024-11-17 18:00:00,6,1,213.0,191.0,209.66666666666666,17.243356208503418
仁济站-环线,2024-11-17,19:00-20:00,144,300,444,25.5,211,19,2024-11-17 19:00:00,6,1,225.0,213.0,216.33333333333334,7.571877794400365
仁济站-环线,2024-11-17,20:00-21:00,66,172,238,26.0,199,20,2024-11-17 20:00:00,6,1,211.0,225.0,211.66666666666666,13.012814197295423
仁济站-环线,2024-11-17,21:00-22:00,44,168,212,25.1,174,21,2024-11-17 21:00:00,6,1,199.0,211.0,194.66666666666666,18.876793513023692
仁济站-环线,2024-11-17,22:00-23:00,21,98,119,21.5,149,22,2024-11-17 22:00:00,6,1,174.0,199.0,174.0,25.0
仁济站-环线,2024-11-17,23:00-24:00,3,16,19,21.3,134,23,2024-11-17 23:00:00,6,1,149.0,174.0,152.33333333333334,20.207259421636902
仁济站-环线,2024-11-18,6:00-7:00,166,45,211,21.5,135,6,2024-11-18 06:00:00,0,0,134.0,149.0,139.33333333333334,8.386497083606082
仁济站-环线,2024-11-18,7:00-8:00,240,163,403,22.6,160,7,2024-11-18 07:00:00,0,0,135.0,134.0,143.0,14.730919862656235
仁济站-环线,2024-11-18,8:00-9:00,299,180,479,22.4,186,8,2024-11-18 08:00:00,0,0,160.0,135.0,160.33333333333334,25.501633934580216
仁济站-环线,2024-11-18,9:00-10:00,250,129,379,24.8,183,9,2024-11-18 09:00:00,0,0,186.0,160.0,176.33333333333334,14.224392195567914
仁济站-环线,2024-11-18,10:00-11:00,183,173,356,25.9,180,10,2024-11-18 10:00:00,0,0,183.0,186.0,183.0,3.0
仁济站-环线,2024-11-18,11:00-12:00,112,149,261,29.4,183,11,2024-11-18 11:00:00,0,0,180.0,183.0,182.0,1.7320508075688772
仁济站-环线,2024-11-18,12:00-13:00,153,141,294,29.7,179,12,2024-11-18 12:00:00,0,0,183.0,180.0,180.66666666666666,2.081665999466133
仁济站-环线,2024-11-18,13:00-14:00,147,122,269,27.6,177,13,2024-11-18 13:00:00,0,0,179.0,183.0,179.66666666666666,3.0550504633038935
仁济站-环线,2024-11-18,14:00-15:00,94,161,255,28.7,176,14,2024-11-18 14:00:00,0,0,177.0,179.0,177.33333333333334,1.5275252316519465
仁济站-环线,2024-11-18,15:00-16:00,69,118,187,29.5,175,15,2024-11-18 15:00:00,0,0,176.0,177.0,176.0,1.0
仁济站-环线,2024-11-18,16:00-17:00,153,205,358,29.4,175,16,2024-11-18 16:00:00,0,0,175.0,176.0,175.33333333333334,0.5773502691896258
仁济站-环线,2024-11-18,17:00-18:00,220,362,582,29.8,206,17,2024-11-18 17:00:00,0,0,175.0,175.0,185.33333333333334,17.8978583448784
仁济站-环线,2024-11-18,18:00-19:00,125,633,758,27.4,204,18,2024-11-18 18:00:00,0,0,206.0,175.0,195.0,17.349351572897472
仁济站-环线,2024-11-18,19:00-20:00,92,243,335,28.7,193,19,2024-11-18 19:00:00,0,0,204.0,206.0,201.0,7.0
仁济站-环线,2024-11-18,20:00-21:00,66,157,223,23.6,197,20,2024-11-18 20:00:00,0,0,193.0,204.0,198.0,5.5677643628300215
仁济站-环线,2024-11-18,21:00-22:00,26,162,188,23.7,167,21,2024-11-18 21:00:00,0,0,197.0,193.0,185.66666666666666,16.289055630494158
仁济站-环线,2024-11-18,22:00-23:00,41,138,179,22.2,142,22,2024-11-18 22:00:00,0,0,167.0,197.0,168.66666666666666,27.53785273643051
仁济站-环线,2024-11-18,23:00-24:00,2,13,15,21.1,126,23,2024-11-18 23:00:00,0,0,142.0,167.0,145.0,20.663978319771825
仁济站-环线,2024-11-19,6:00-7:00,138,40,178,21.7,113,6,2024-11-19 06:00:00,1,0,126.0,142.0,127.0,14.52583904633395
仁济站-环线,2024-11-19,7:00-8:00,349,244,593,24.6,149,7,2024-11-19 07:00:00,1,0,113.0,126.0,129.33333333333334,18.23001188516709
仁济站-环线,2024-11-19,8:00-9:00,456,212,668,23.2,206,8,2024-11-19 08:00:00,1,0,149.0,113.0,156.0,46.89349635077342
仁济站-环线,2024-11-19,9:00-10:00,216,191,407,25.3,193,9,2024-11-19 09:00:00,1,0,206.0,149.0,182.66666666666666,29.871948937646057
仁济站-环线,2024-11-19,10:00-11:00,244,178,422,27.2,186,10,2024-11-19 10:00:00,1,0,193.0,206.0,195.0,10.14889156509222
仁济站-环线,2024-11-19,11:00-12:00,118,118,236,26.6,180,11,2024-11-19 11:00:00,1,0,186.0,193.0,186.33333333333334,6.506407098647712
仁济站-环线,2024-11-19,12:00-13:00,136,125,261,28.5,178,12,2024-11-19 12:00:00,1,0,180.0,186.0,181.33333333333334,4.163331998932266
仁济站-环线,2024-11-19,13:00-14:00,129,116,245,28.2,177,13,2024-11-19 13:00:00,1,0,178.0,180.0,178.33333333333334,1.5275252316519465
仁济站-环线,2024-11-19,14:00-15:00,115,154,269,29.8,175,14,2024-11-19 14:00:00,1,0,177.0,178.0,176.66666666666666,1.5275252316519465
仁济站-环线,2024-11-19,15:00-16:00,116,171,287,31.3,174,15,2024-11-19 15:00:00,1,0,175.0,177.0,175.33333333333334,1.5275252316519465
仁济站-环线,2024-11-19,16:00-17:00,168,199,367,29.5,177,16,2024-11-19 16:00:00,1,0,174.0,175.0,175.33333333333334,1.5275252316519465
仁济站-环线,2024-11-19,17:00-18:00,212,346,558,27.2,199,17,2024-11-19 17:00:00,1,0,177.0,174.0,183.33333333333334,13.650396819628845
仁济站-环线,2024-11-19,18:00-19:00,181,413,594,28.4,209,18,2024-11-19 18:00:00,1,0,199.0,177.0,195.0,16.3707055437449
仁济站-环线,2024-11-19,19:00-20:00,62,286,348,25.7,197,19,2024-11-19 19:00:00,1,0,209.0,199.0,201.66666666666666,6.429100507328636
仁济站-环线,2024-11-19,20:00-21:00,64,183,247,23.6,176,20,2024-11-19 20:00:00,1,0,197.0,209.0,194.0,16.703293088490067
仁济站-环线,2024-11-19,21:00-22:00,38,141,179,27.4,137,21,2024-11-19 21:00:00,1,0,176.0,197.0,170.0,30.44667469527666
仁济站-环线,2024-11-19,22:00-23:00,25,139,164,22.5,124,22,2024-11-19 22:00:00,1,0,137.0,176.0,145.66666666666666,27.061657993059725
仁济站-环线,2024-11-19,23:00-24:00,2,14,16,22.2,115,23,2024-11-19 23:00:00,1,0,124.0,137.0,125.33333333333333,11.06044001535804
仁济站-环线,2024-11-20,6:00-7:00,239,56,295,21.4,108,6,2024-11-20 06:00:00,2,0,115.0,124.0,115.66666666666667,8.020806277010644
仁济站-环线,2024-11-20,7:00-8:00,281,216,497,23.3,183,7,2024-11-20 07:00:00,2,0,108.0,115.0,135.33333333333334,41.428653530296316
仁济站-环线,2024-11-20,8:00-9:00,356,196,552,22.1,204,8,2024-11-20 08:00:00,2,0,183.0,108.0,165.0,50.46781152378217
仁济站-环线,2024-11-20,9:00-10:00,234,179,413,24.8,192,9,2024-11-20 09:00:00,2,0,204.0,183.0,193.0,10.535653752852738
仁济站-环线,2024-11-20,10:00-11:00,166,211,377,26.6,185,10,2024-11-20 10:00:00,2,0,192.0,204.0,193.66666666666666,9.60902353693305
仁济站-环线,2024-11-20,11:00-12:00,115,165,280,25.4,178,11,2024-11-20 11:00:00,2,0,185.0,192.0,185.0,7.0
仁济站-环线,2024-11-20,12:00-13:00,132,118,250,29.3,176,12,2024-11-20 12:00:00,2,0,178.0,185.0,179.66666666666666,4.725815626252609
仁济站-环线,2024-11-20,13:00-14:00,158,169,327,26.8,174,13,2024-11-20 13:00:00,2,0,176.0,178.0,176.0,2.0
仁济站-环线,2024-11-20,14:00-15:00,147,153,300,26.5,174,14,2024-11-20 14:00:00,2,0,174.0,176.0,174.66666666666666,1.1547005383792515
仁济站-环线,2024-11-20,15:00-16:00,126,153,279,29.0,175,15,2024-11-20 15:00:00,2,0,174.0,174.0,174.33333333333334,0.5773502691896258
仁济站-环线,2024-11-20,16:00-17:00,147,196,343,31.8,175,16,2024-11-20 16:00:00,2,0,175.0,174.0,174.66666666666666,0.5773502691896258
仁济站-环线,2024-11-20,17:00-18:00,214,309,523,29.6,199,17,2024-11-20 17:00:00,2,0,175.0,175.0,183.0,13.856406460551018
仁济站-环线,2024-11-20,18:00-19:00,153,399,552,30.1,214,18,2024-11-20 18:00:00,2,0,199.0,175.0,196.0,19.672315572906
仁济站-环线,2024-11-20,19:00-20:00,86,239,325,25.9,199,19,2024-11-20 19:00:00,2,0,214.0,199.0,204.0,8.660254037844387
仁济站-环线,2024-11-20,20:00-21:00,64,149,213,27.7,183,20,2024-11-20 20:00:00,2,0,199.0,214.0,198.66666666666666,15.50268793897798
仁济站-环线,2024-11-20,21:00-22:00,40,151,191,23.7,146,21,2024-11-20 21:00:00,2,0,183.0,199.0,176.0,27.184554438136374
仁济站-环线,2024-11-20,22:00-23:00,26,114,140,23.8,130,22,2024-11-20 22:00:00,2,0,146.0,183.0,153.0,27.184554438136374
仁济站-环线,2024-11-20,23:00-24:00,2,12,14,21.6,119,23,2024-11-20 23:00:00,2,0,130.0,146.0,131.66666666666666,13.576941236277534
仁济站-环线,2024-11-21,6:00-7:00,245,62,307,22.7,133,6,2024-11-21 06:00:00,3,0,119.0,130.0,127.33333333333333,7.3711147958319945
仁济站-环线,2024-11-21,7:00-8:00,290,182,472,23.2,153,7,2024-11-21 07:00:00,3,0,133.0,119.0,135.0,17.08800749063506
仁济站-环线,2024-11-21,8:00-9:00,375,234,609,22.7,201,8,2024-11-21 08:00:00,3,0,153.0,133.0,162.33333333333334,34.94757979221642
仁济站-环线,2024-11-21,9:00-10:00,219,185,404,26.3,191,9,2024-11-21 09:00:00,3,0,201.0,153.0,181.66666666666666,25.32455988429677
仁济站-环线,2024-11-21,10:00-11:00,125,193,318,26.4,184,10,2024-11-21 10:00:00,3,0,191.0,201.0,192.0,8.54400374531753
仁济站-环线,2024-11-21,11:00-12:00,112,128,240,27.5,181,11,2024-11-21 11:00:00,3,0,184.0,191.0,185.33333333333334,5.131601439446884
仁济站-环线,2024-11-21,12:00-13:00,136,127,263,27.7,178,12,2024-11-21 12:00:00,3,0,181.0,184.0,181.0,3.0
仁济站-环线,2024-11-21,13:00-14:00,142,191,333,30.9,176,13,2024-11-21 13:00:00,3,0,178.0,181.0,178.33333333333334,2.5166114784235836
仁济站-环线,2024-11-21,14:00-15:00,182,149,331,28.6,176,14,2024-11-21 14:00:00,3,0,176.0,178.0,176.66666666666666,1.1547005383792515
仁济站-环线,2024-11-21,15:00-16:00,115,156,271,28.4,175,15,2024-11-21 15:00:00,3,0,176.0,176.0,175.66666666666666,0.5773502691896258
仁济站-环线,2024-11-21,16:00-17:00,165,219,384,30.2,177,16,2024-11-21 16:00:00,3,0,175.0,176.0,176.0,1.0
仁济站-环线,2024-11-21,17:00-18:00,226,304,530,27.6,219,17,2024-11-21 17:00:00,3,0,177.0,175.0,190.33333333333334,24.8461935381123
仁济站-环线,2024-11-21,18:00-19:00,140,350,490,25.6,227,18,2024-11-21 18:00:00,3,0,219.0,177.0,207.66666666666666,26.857649437978246
仁济站-环线,2024-11-21,19:00-20:00,50,201,251,27.2,207,19,2024-11-21 19:00:00,3,0,227.0,219.0,217.66666666666666,10.066445913694333
仁济站-环线,2024-11-21,20:00-21:00,54,188,242,24.4,177,20,2024-11-21 20:00:00,3,0,207.0,227.0,203.66666666666666,25.166114784235834
仁济站-环线,2024-11-21,21:00-22:00,35,152,187,22.3,162,21,2024-11-21 21:00:00,3,0,177.0,207.0,182.0,22.9128784747792
仁济站-环线,2024-11-21,22:00-23:00,11,140,151,22.2,139,22,2024-11-21 22:00:00,3,0,162.0,177.0,159.33333333333334,19.139836293274126
仁济站-环线,2024-11-21,23:00-24:00,2,16,18,22.6,125,23,2024-11-21 23:00:00,3,0,139.0,162.0,142.0,18.681541692269406
仁济站-环线,2024-11-22,6:00-7:00,145,41,186,22.0,125,6,2024-11-22 06:00:00,4,0,125.0,139.0,129.66666666666666,8.082903768654761
仁济站-环线,2024-11-22,7:00-8:00,422,182,604,21.7,162,7,2024-11-22 07:00:00,4,0,125.0,125.0,137.33333333333334,21.361959960016154
仁济站-环线,2024-11-22,8:00-9:00,386,257,643,24.1,206,8,2024-11-22 08:00:00,4,0,162.0,125.0,164.33333333333334,40.55038018728472
仁济站-环线,2024-11-22,9:00-10:00,244,207,451,23.2,194,9,2024-11-22 09:00:00,4,0,206.0,162.0,187.33333333333334,22.744962812309307
仁济站-环线,2024-11-22,10:00-11:00,155,202,357,25.9,185,10,2024-11-22 10:00:00,4,0,194.0,206.0,195.0,10.535653752852738
仁济站-环线,2024-11-22,11:00-12:00,120,120,240,28.1,169,11,2024-11-22 11:00:00,4,0,185.0,194.0,182.66666666666666,12.662279942148386
仁济站-环线,2024-11-22,12:00-13:00,145,121,266,27.5,171,12,2024-11-22 12:00:00,4,0,169.0,185.0,175.0,8.717797887081348
仁济站-环线,2024-11-22,13:00-14:00,154,121,275,28.3,173,13,2024-11-22 13:00:00,4,0,171.0,169.0,171.0,2.0
仁济站-环线,2024-11-22,14:00-15:00,143,154,297,27.0,175,14,2024-11-22 14:00:00,4,0,173.0,171.0,173.0,2.0
仁济站-环线,2024-11-22,15:00-16:00,148,126,274,28.6,175,15,2024-11-22 15:00:00,4,0,175.0,173.0,174.33333333333334,1.1547005383792515
仁济站-环线,2024-11-22,16:00-17:00,117,219,336,28.7,176,16,2024-11-22 16:00:00,4,0,175.0,175.0,175.33333333333334,0.5773502691896258
仁济站-环线,2024-11-22,17:00-18:00,183,278,461,27.1,206,17,2024-11-22 17:00:00,4,0,176.0,175.0,185.66666666666666,17.616280348965084
仁济站-环线,2024-11-22,18:00-19:00,65,239,304,27.7,221,18,2024-11-22 18:00:00,4,0,206.0,176.0,201.0,22.9128784747792
仁济站-环线,2024-11-22,19:00-20:00,84,277,361,26.4,203,19,2024-11-22 19:00:00,4,0,221.0,206.0,210.0,9.643650760992955
仁济站-环线,2024-11-22,20:00-21:00,58,138,196,25.1,185,20,2024-11-22 20:00:00,4,0,203.0,221.0,203.0,18.0
仁济站-环线,2024-11-22,21:00-22:00,27,147,174,25.3,148,21,2024-11-22 21:00:00,4,0,185.0,203.0,178.66666666666666,28.04163571073081
仁济站-环线,2024-11-22,22:00-23:00,21,132,153,21.9,130,22,2024-11-22 22:00:00,4,0,148.0,185.0,154.33333333333334,28.04163571073081
仁济站-环线,2024-11-22,23:00-24:00,2,12,14,20.9,120,23,2024-11-22 23:00:00,4,0,130.0,148.0,132.66666666666666,14.189197769195175
仁济站-环线,2024-11-23,6:00-7:00,163,39,202,22.2,117,6,2024-11-23 06:00:00,5,1,120.0,130.0,122.33333333333333,6.8068592855540455
仁济站-环线,2024-11-23,7:00-8:00,154,165,319,22.5,164,7,2024-11-23 07:00:00,5,1,117.0,120.0,133.66666666666666,26.312227829154512
仁济站-环线,2024-11-23,8:00-9:00,430,188,618,23.6,174,8,2024-11-23 08:00:00,5,1,164.0,117.0,151.66666666666666,30.43572462310259
仁济站-环线,2024-11-23,9:00-10:00,224,122,346,25.3,182,9,2024-11-23 09:00:00,5,1,174.0,164.0,173.33333333333334,9.018499505645789
仁济站-环线,2024-11-23,10:00-11:00,164,200,364,25.7,185,10,2024-11-23 10:00:00,5,1,182.0,174.0,180.33333333333334,5.686240703077327
仁济站-环线,2024-11-23,11:00-12:00,129,136,265,28.7,175,11,2024-11-23 11:00:00,5,1,185.0,182.0,180.66666666666666,5.131601439446884
仁济站-环线,2024-11-23,12:00-13:00,157,131,288,28.2,181,12,2024-11-23 12:00:00,5,1,175.0,185.0,180.33333333333334,5.033222956847166
仁济站-环线,2024-11-23,13:00-14:00,137,160,297,28.8,184,13,2024-11-23 13:00:00,5,1,181.0,175.0,180.0,4.58257569495584
仁济站-环线,2024-11-23,14:00-15:00,181,148,329,28.6,186,14,2024-11-23 14:00:00,5,1,184.0,181.0,183.66666666666666,2.5166114784235836
仁济站-环线,2024-11-23,15:00-16:00,147,171,318,28.9,187,15,2024-11-23 15:00:00,5,1,186.0,184.0,185.66666666666666,1.5275252316519465
仁济站-环线,2024-11-23,16:00-17:00,163,266,429,30.0,191,16,2024-11-23 16:00:00,5,1,187.0,186.0,188.0,2.6457513110645907
仁济站-环线,2024-11-23,17:00-18:00,219,330,549,28.9,218,17,2024-11-23 17:00:00,5,1,191.0,187.0,198.66666666666666,16.862186493255653
仁济站-环线,2024-11-23,18:00-19:00,189,481,670,25.2,235,18,2024-11-23 18:00:00,5,1,218.0,191.0,214.66666666666666,22.18858565419016
仁济站-环线,2024-11-23,19:00-20:00,72,191,263,26.9,217,19,2024-11-23 19:00:00,5,1,235.0,218.0,223.33333333333334,10.115993936995679
仁济站-环线,2024-11-23,20:00-21:00,51,167,218,25.0,200,20,2024-11-23 20:00:00,5,1,217.0,235.0,217.33333333333334,17.50238079043344
仁济站-环线,2024-11-23,21:00-22:00,35,161,196,25.7,175,21,2024-11-23 21:00:00,5,1,200.0,217.0,197.33333333333334,21.1266025033211
仁济站-环线,2024-11-23,22:00-23:00,31,121,152,22.3,150,22,2024-11-23 22:00:00,5,1,175.0,200.0,175.0,25.0
仁济站-环线,2024-11-23,23:00-24:00,1,14,15,22.2,134,23,2024-11-23 23:00:00,5,1,150.0,175.0,153.0,20.663978319771825
仁济站-环线,2024-11-24,6:00-7:00,190,51,241,21.0,116,6,2024-11-24 06:00:00,6,1,134.0,150.0,133.33333333333334,17.009801096230767
仁济站-环线,2024-11-24,7:00-8:00,293,286,579,22.3,152,7,2024-11-24 07:00:00,6,1,116.0,134.0,134.0,18.0
仁济站-环线,2024-11-24,8:00-9:00,474,267,741,22.5,210,8,2024-11-24 08:00:00,6,1,152.0,116.0,159.33333333333334,47.42713709821976
仁济站-环线,2024-11-24,9:00-10:00,239,147,386,26.0,203,9,2024-11-24 09:00:00,6,1,210.0,152.0,188.33333333333334,31.65964834506747
仁济站-环线,2024-11-24,10:00-11:00,180,191,371,25.4,197,10,2024-11-24 10:00:00,6,1,203.0,210.0,203.33333333333334,6.506407098647712
仁济站-环线,2024-11-24,11:00-12:00,130,155,285,27.7,183,11,2024-11-24 11:00:00,6,1,197.0,203.0,194.33333333333334,10.263202878893768
仁济站-环线,2024-11-24,12:00-13:00,134,144,278,28.3,185,12,2024-11-24 12:00:00,6,1,183.0,197.0,188.33333333333334,7.571877794400365
仁济站-环线,2024-11-24,13:00-14:00,215,139,354,29.4,186,13,2024-11-24 13:00:00,6,1,185.0,183.0,184.66666666666666,1.5275252316519465
仁济站-环线,2024-11-24,14:00-15:00,154,165,319,29.4,186,14,2024-11-24 14:00:00,6,1,186.0,185.0,185.66666666666666,0.5773502691896258
仁济站-环线,2024-11-24,15:00-16:00,147,157,304,29.9,186,15,2024-11-24 15:00:00,6,1,186.0,186.0,186.0,0.0
仁济站-环线,2024-11-24,16:00-17:00,163,206,369,27.1,189,16,2024-11-24 16:00:00,6,1,186.0,186.0,187.0,1.7320508075688772
仁济站-环线,2024-11-24,17:00-18:00,207,294,501,28.9,208,17,2024-11-24 17:00:00,6,1,189.0,186.0,194.33333333333334,11.930353445448853
仁济站-环线,2024-11-24,18:00-19:00,132,577,709,30.6,220,18,2024-11-24 18:00:00,6,1,208.0,189.0,205.66666666666666,15.631165450257807
仁济站-环线,2024-11-24,19:00-20:00,82,249,331,26.4,208,19,2024-11-24 19:00:00,6,1,220.0,208.0,212.0,6.928203230275509
仁济站-环线,2024-11-24,20:00-21:00,73,161,234,24.8,200,20,2024-11-24 20:00:00,6,1,208.0,220.0,209.33333333333334,10.066445913694333
仁济站-环线,2024-11-24,21:00-22:00,27,169,196,25.2,165,21,2024-11-24 21:00:00,6,1,200.0,208.0,191.0,22.869193252058544
仁济站-环线,2024-11-24,22:00-23:00,25,120,145,21.1,144,22,2024-11-24 22:00:00,6,1,165.0,200.0,169.66666666666666,28.29016319029166
仁济站-环线,2024-11-24,23:00-24:00,1,16,17,20.8,131,23,2024-11-24 23:00:00,6,1,144.0,165.0,146.66666666666666,17.15614564327703
